title,platform,date,user_score,link,developers,genres
Super Mario 3D World + Bowser's Fury,Switch,12-Feb-21,,/game/switch/super-mario-3d-world-+-bowsers-fury,['Nintendo'],"['Action', 'Platformer', '3D']"
Super Smash Bros. Ultimate: Sephiroth,Switch,22-Dec-20,,/game/switch/super-smash-bros-ultimate-sephiroth,['Nintendo'],"['Action', '2D', 'Fighting']"
Fitness Boxing 2: Rhythm & Exercise,Switch,4-Dec-20,6.2,/game/switch/fitness-boxing-2-rhythm-exercise,"['Nintendo', ' Imagineer Co.', 'Ltd.']","['Miscellaneous', 'Exercise / Fitness']"
Fire Emblem: Shadow Dragon & the Blade of Light,Switch,4-Dec-20,7.6,/game/switch/fire-emblem-shadow-dragon-the-blade-of-light,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Hyrule Warriors: Age of Calamity,Switch,20-Nov-20,8.1,/game/switch/hyrule-warriors-age-of-calamity,"['Omega Force', ' Koei Tecmo Games']","['Action', ""Beat-'Em-Up"", '3D']"
Pokemon Sword + Pokemon Sword Expansion Pass,Switch,6-Nov-20,6.7,/game/switch/pokemon-sword-+-pokemon-sword-expansion-pass,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Shield + Pokemon Shield Expansion Pass,Switch,6-Nov-20,6.6,/game/switch/pokemon-shield-+-pokemon-shield-expansion-pass,['Game Freak'],"['Role-Playing', 'Trainer']"
Pikmin 3 Deluxe,Switch,30-Oct-20,8.4,/game/switch/pikmin-3-deluxe,"['Eighting', ' Nintendo']","['Strategy', 'Real-Time', 'General']"
Part Time UFO,Switch,28-Oct-20,7.3,/game/switch/part-time-ufo,['HAL Labs'],"['Action', 'Arcade']"
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda - Complete Edition,Switch,23-Oct-20,,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda---complete-edition,['Brace Yourself Games'],"['Action', 'Rhythm', 'Music']"
Pokemon Sword / Shield: The Crown Tundra,Switch,22-Oct-20,7.4,/game/switch/pokemon-sword-shield-the-crown-tundra,['Game Freak'],"['Role-Playing', 'Trainer']"
Mario Kart Live: Home Circuit,Switch,16-Oct-20,7.3,/game/switch/mario-kart-live-home-circuit,"['Nintendo', ' Velan Studios']","['Racing', 'Arcade', 'Automobile']"
Super Smash Bros. Ultimate: Steve & Alex,Switch,13-Oct-20,9.3,/game/switch/super-smash-bros-ultimate-steve-alex,['Nintendo'],"['Action', 'Fighting', '2D']"
Mario Kart 8 Deluxe + Super Mario Party,Switch,4-Oct-20,,/game/switch/mario-kart-8-deluxe-+-super-mario-party,['Nintendo'],"['Miscellaneous', 'Compilation']"
Super Mario Bros. 35,Switch,1-Oct-20,7.5,/game/switch/super-mario-bros-35,['Nintendo'],"['Action', 'Platformer', '2D']"
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda - DLC 3 Story Pack: Symphony of the Mask,Switch,23-Sep-20,,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda---dlc-3-story-pack-symphony-of-the-mask,['Brace Yourself Games'],"['Action', 'Rhythm', 'Music']"
Kirby Fighters 2,Switch,23-Sep-20,7.9,/game/switch/kirby-fighters-2,"['Nintendo', ' HAL Labs']","['Action', 'Fighting', '2D']"
Super Mario 3D All-Stars,Switch,18-Sep-20,6.3,/game/switch/super-mario-3d-all-stars,['Nintendo'],"['Miscellaneous', 'Compilation']"
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda - DLC 2 Melody Pack,Switch,26-Aug-20,,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda---dlc-2-melody-pack,['Brace Yourself Games'],"['Action', 'Rhythm', 'Music']"
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda - DLC 1 Character Pack,Switch,20-Jul-20,,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda---dlc-1-character-pack,['Brace Yourself Games'],"['Action', 'Rhythm', 'Music']"
Paper Mario: The Origami King,Switch,17-Jul-20,7,/game/switch/paper-mario-the-origami-king,['Intelligent Systems'],"['Role-Playing', 'General']"
Super Smash Bros. Ultimate: Min Min,Switch,29-Jun-20,7.8,/game/switch/super-smash-bros-ultimate-min-min,['Nintendo'],"['Action', 'Fighting', '2D']"
Pokemon Cafe Mix,Switch,23-Jun-20,7.7,/game/switch/pokemon-cafe-mix,['The Pokemon Company'],"['Puzzle', 'Matching']"
Pokemon Sword / Shield: The Isle of Armor,Switch,17-Jun-20,5.3,/game/switch/pokemon-sword-shield-the-isle-of-armor,['Game Freak'],"['Role-Playing', 'Trainer']"
Jump Rope Challenge,Switch,15-Jun-20,7.4,/game/switch/jump-rope-challenge,['Nintendo'],"['Action', 'General']"
Clubhouse Games: 51 Worldwide Classics,Switch,5-Jun-20,7.8,/game/switch/clubhouse-games-51-worldwide-classics,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Party / Minigame']"
Xenoblade Chronicles: Definitive Edition,Switch,29-May-20,8.9,/game/switch/xenoblade-chronicles-definitive-edition,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Arcade Archives: Vs. Wrecking Crew,Switch,1-May-20,,/game/switch/arcade-archives-vs-wrecking-crew,['Nintendo'],"['Action', 'Platformer', '2D']"
Marvel Ultimate Alliance 3: The Black Order - Expansion 3 - Fantastic Four: Shadow of Doom,Switch,26-Mar-20,,/game/switch/marvel-ultimate-alliance-3-the-black-order---expansion-3---fantastic-four-shadow-of-doom,['Team Ninja'],"['Role-Playing', 'Action RPG']"
Good Job!,Switch,26-Mar-20,7.7,/game/switch/good-job!,"['Nintendo', ' Paladin Studios']","['Action', 'General']"
Animal Crossing: New Horizons,Switch,20-Mar-20,5.5,/game/switch/animal-crossing-new-horizons,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
Pokemon Mystery Dungeon: Rescue Team DX,Switch,6-Mar-20,8.2,/game/switch/pokemon-mystery-dungeon-rescue-team-dx,['Spike Chunsoft'],"['Role-Playing', 'Roguelike']"
Luigi's Mansion 3: Multiplayer Pack 1 & 2,Switch,4-Mar-20,,/game/switch/luigis-mansion-3-multiplayer-pack-1-2,['Next Level Games'],"['Action Adventure', 'General']"
Fire Emblem: Three Houses - Side Story: Cindered Shadows,Switch,13-Feb-20,7.6,/game/switch/fire-emblem-three-houses---side-story-cindered-shadows,['Intelligent Systems'],"['Strategy', 'Turn-Based', 'Tactics']"
Pokemon HOME,iOS,11-Feb-20,,/game/ios/pokemon-home,['Game Freak'],"['Miscellaneous', 'Application']"
Pokemon HOME,Switch,11-Feb-20,2,/game/switch/pokemon-home,['Game Freak'],"['Miscellaneous', 'Application']"
Super Smash Bros. Ultimate: Byleth,Switch,28-Jan-20,6.6,/game/switch/super-smash-bros-ultimate-byleth,['Nintendo'],"['Action', 'Fighting', '2D']"
Tokyo Mirage Sessions #FE Encore,Switch,17-Jan-20,6.2,/game/switch/tokyo-mirage-sessions-fe-encore,['Atlus'],"['Role-Playing', 'Japanese-Style']"
Dr. Kawashima's Brain Training for Nintendo Switch,Switch,3-Jan-20,5.9,/game/switch/dr-kawashimas-brain-training-for-nintendo-switch,['Nintendo'],"['Miscellaneous', 'Edutainment']"
Arcade Archives: Vs. Balloon Fight,Switch,27-Dec-19,,/game/switch/arcade-archives-vs-balloon-fight,['Nintendo'],"['Action', 'Arcade']"
Marvel Ultimate Alliance 3: The Black Order - Expansion 2: Rise of the Phoenix,Switch,23-Dec-19,,/game/switch/marvel-ultimate-alliance-3-the-black-order---expansion-2-rise-of-the-phoenix,['Team Ninja'],"['Role-Playing', 'Action RPG']"
Pokemon Shield,Switch,15-Nov-19,4.6,/game/switch/pokemon-shield,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Sword,Switch,15-Nov-19,4.6,/game/switch/pokemon-sword,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Sword / Shield Dual Pack,Switch,15-Nov-19,4.3,/game/switch/pokemon-sword-shield-dual-pack,['Game Freak'],"['Role-Playing', 'Trainer']"
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,Switch,8-Nov-19,7.2,/game/switch/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy---deluxe-edition,['Level 5'],"['Puzzle', 'General']"
The Stretchers,Switch,8-Nov-19,7.2,/game/switch/the-stretchers,['Tarsier Studios'],"['Action', 'General']"
Super Smash Bros. Ultimate: Terry Bogard,Switch,6-Nov-19,7.6,/game/switch/super-smash-bros-ultimate-terry-bogard,['Nintendo'],"['Action', 'Fighting', '2D']"
Luigi's Mansion 3,Switch,31-Oct-19,8.5,/game/switch/luigis-mansion-3,"['Next Level Games', ' Nintendo']","['Action Adventure', 'General']"
Ring Fit Adventure,Switch,18-Oct-19,8.7,/game/switch/ring-fit-adventure,['Nintendo'],"['Miscellaneous', 'Exercise / Fitness']"
Little Town Hero,Switch,16-Oct-19,4,/game/switch/little-town-hero,['Game Freak'],"['Role-Playing', 'Japanese-Style']"
Marvel Ultimate Alliance 3: The Black Order - Expansion 1: Curse of the Vampire,Switch,30-Sep-19,,/game/switch/marvel-ultimate-alliance-3-the-black-order---expansion-1-curse-of-the-vampire,['Team Ninja'],"['Role-Playing', 'Action RPG']"
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,27-Sep-19,8.6,/game/switch/dragon-quest-xi-s-echoes-of-an-elusive-age---definitive-edition,['Square Enix'],"['Role-Playing', 'Japanese-Style']"
Mario Kart Tour,iOS,25-Sep-19,3.8,/game/ios/mario-kart-tour,['Nintendo'],"['Racing', 'Arcade', 'Automobile']"
The Legend of Zelda: Link's Awakening,Switch,20-Sep-19,8.4,/game/switch/the-legend-of-zelda-links-awakening,"['Nintendo', ' GREZZO']","['Action Adventure', 'Open-World']"
Daemon X Machina,Switch,13-Sep-19,7.3,/game/switch/daemon-x-machina,"['First Studio', ' Marvelous First Studio']","['Simulation', 'Vehicle', 'Combat']"
Super Smash Bros. Ultimate: Banjo & Kazooie,Switch,4-Sep-19,7.8,/game/switch/super-smash-bros-ultimate-banjo-kazooie,['Nintendo'],"['Action', 'Fighting', '2D']"
Super Kirby Clash,Switch,4-Sep-19,7.4,/game/switch/super-kirby-clash,"['Nintendo', ' HAL Labs']","['Action', 'General']"
Arcade Archives: Pinball,Switch,30-Aug-19,,/game/switch/arcade-archives-pinball,['Nintendo'],"['Action', 'Pinball']"
Astral Chain,Switch,30-Aug-19,8.9,/game/switch/astral-chain,['PlatinumGames'],"['Action Adventure', 'General']"
Super Smash Bros. Ultimate: Hero,Switch,30-Jul-19,7.8,/game/switch/super-smash-bros-ultimate-hero,['Nintendo'],"['Action', 'Fighting', '2D']"
Fire Emblem: Three Houses,Switch,26-Jul-19,8.7,/game/switch/fire-emblem-three-houses,"['Intelligent Systems', ' Koei Tecmo Games']","['Strategy', 'Turn-Based', 'Tactics']"
Marvel Ultimate Alliance 3: The Black Order,Switch,19-Jul-19,7.3,/game/switch/marvel-ultimate-alliance-3-the-black-order,['Team Ninja'],"['Role-Playing', 'Action RPG']"
Dr. Mario World,iOS,10-Jul-19,3.4,/game/ios/dr-mario-world,"['Nintendo', ' LINE Corporation']","['Puzzle', 'Action']"
Arcade Archives: Clu Clu Land,Switch,28-Jun-19,,/game/switch/arcade-archives-clu-clu-land,['Nintendo'],"['Action', 'Arcade']"
Super Mario Maker 2,Switch,28-Jun-19,8.5,/game/switch/super-mario-maker-2,['Nintendo'],"['Action', 'Platformer', '2D']"
Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Switch,13-Jun-19,8.1,/game/switch/cadence-of-hyrule-crypt-of-the-necrodancer-featuring-the-legend-of-zelda,['Brace Yourself Games'],"['Action', 'Rhythm', 'Music']"
Nintendo Labo: Toycon 04 VR Kit,Switch,12-May-19,6.5,/game/switch/nintendo-labo-toycon-04-vr-kit,['Nintendo'],"['Action', 'General']"
Tetris 99: Big Block,Switch,10-May-19,6,/game/switch/tetris-99-big-block,['Arika'],"['Puzzle', 'Stacking']"
BoxBoy! + BoxGirl!,Switch,26-Apr-19,7.9,/game/switch/boxboy!-+-boxgirl!,['HAL Labs'],"['Puzzle', 'Action']"
Super Smash Bros. Ultimate: Joker,Switch,17-Apr-19,8.1,/game/switch/super-smash-bros-ultimate-joker,['Nintendo'],"['Action', 'Fighting', '2D']"
Yoshi's Crafted World,Switch,28-Mar-19,8,/game/switch/yoshis-crafted-world,['Good-Feel'],"['Action', 'Platformer', '3D']"
Captain Toad: Treasure Tracker - Special Episode,Switch,14-Mar-19,8.2,/game/switch/captain-toad-treasure-tracker---special-episode,['Nintendo Software Technology'],"['Action', 'Platformer', '3D']"
Kirby's Extra Epic Yarn,3DS,8-Mar-19,6.7,/game/3ds/kirbys-extra-epic-yarn,['Good-Feel'],"['Action', 'Platformer', '2D']"
Arcade Archives: Vs. Ice Climber,Switch,22-Feb-19,7.3,/game/switch/arcade-archives-vs-ice-climber,['Nintendo'],"['Action', 'Platformer', '2D']"
Tetris 99,Switch,13-Feb-19,8.3,/game/switch/tetris-99,"['Arika', ' Nintendo']","['Puzzle', 'Stacking']"
Daemon X Machina: Prototype Missions,Switch,13-Feb-19,6.6,/game/switch/daemon-x-machina-prototype-missions,['Nintendo'],"['Simulation', 'Vehicle', 'Combat']"
Yo-kai Watch 3,3DS,8-Feb-19,7.8,/game/3ds/yo-kai-watch-3,['Level 5'],"['Role-Playing', 'Trainer']"
Super Smash Bros. Ultimate: Piranha Plant,Switch,29-Jan-19,7.1,/game/switch/super-smash-bros-ultimate-piranha-plant,['Nintendo'],"['Action', 'Fighting', '2D']"
Travis Strikes Again: No More Heroes,Switch,18-Jan-19,7.9,/game/switch/travis-strikes-again-no-more-heroes,['Grasshopper Manufacture'],"['Action', ""Beat-'Em-Up"", '3D']"
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,11-Jan-19,7.8,/game/3ds/mario-luigi-bowsers-inside-story-+-bowser-jrs-journey,"['Nintendo', ' Alphadream Corporation']","['Role-Playing', 'Japanese-Style']"
New Super Mario Bros. U Deluxe,Switch,11-Jan-19,7,/game/switch/new-super-mario-bros-u-deluxe,['Nintendo'],"['Action', 'Platformer', '2D']"
Fitness Boxing,Switch,4-Jan-19,6.7,/game/switch/fitness-boxing,"['Imagineer Co.', 'Ltd.']","['Miscellaneous', 'Exercise / Fitness']"
Super Smash Bros. Ultimate,Switch,7-Dec-18,8.6,/game/switch/super-smash-bros-ultimate,"['Nintendo', ' HAL Labs', ' Bandai Namco Games', ' Sora Ltd.']","['Action', 'Fighting', '2D']"
"Pokemon: Let's Go, Eevee!",Switch,16-Nov-18,6.2,/game/switch/pokemon-lets-go-eevee!,['Game Freak'],"['Action RPG', 'Role-Playing', 'Trainer']"
"Pokemon: Let's Go, Pikachu!",Switch,16-Nov-18,6.1,/game/switch/pokemon-lets-go-pikachu!,['Game Freak'],"['Action RPG', 'Role-Playing', 'Trainer']"
Arcade Archives: Urban Champion,Switch,9-Nov-18,,/game/switch/arcade-archives-urban-champion,['Nintendo'],"['Action', 'Fighting', '2D']"
The World Ends with You: Final Remix,Switch,12-Oct-18,7.1,/game/switch/the-world-ends-with-you-final-remix,"['Square Enix', ' h.a.n.d. Inc.', ' Jupiter Corporation']","['Role-Playing', 'Action RPG']"
Luigi's Mansion,3DS,12-Oct-18,8.1,/game/3ds/luigis-mansion,"['Nintendo', ' GREZZO']","['Action Adventure', 'General']"
Super Mario Party,Switch,5-Oct-18,7.2,/game/switch/super-mario-party,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Party / Minigame']"
Dragalia Lost,iOS,27-Sep-18,7.7,/game/ios/dragalia-lost,['Cygames'],"['Role-Playing', 'General']"
Yo-kai Watch Blasters: Moon Rabbit Crew,3DS,27-Sep-18,,/game/3ds/yo-kai-watch-blasters-moon-rabbit-crew,['Level 5'],"['Action', ""Beat-'Em-Up"", '3D']"
Arcade Archives: Excitebike,Switch,21-Sep-18,,/game/switch/arcade-archives-excitebike,['Nintendo'],"['Racing', 'Arcade', 'Automobile']"
Xenoblade Chronicles 2: Torna ~ The Golden Country,Switch,14-Sep-18,8.7,/game/switch/xenoblade-chronicles-2-torna-the-golden-country,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Nintendo Labo: Toycon 03 Vehicle Kit,Switch,14-Sep-18,7.2,/game/switch/nintendo-labo-toycon-03-vehicle-kit,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
Yo-kai Watch Blasters: Red Cat Corps,3DS,7-Sep-18,7.5,/game/3ds/yo-kai-watch-blasters-red-cat-corps,['Level 5'],"['Action', ""Beat-'Em-Up"", '3D']"
Yo-kai Watch Blasters: White Dog Squad,3DS,7-Sep-18,7.5,/game/3ds/yo-kai-watch-blasters-white-dog-squad,['Level 5'],"['Action', ""Beat-'Em-Up"", '3D']"
WarioWare Gold,3DS,3-Aug-18,8,/game/3ds/warioware-gold,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
Go Vacation,Switch,27-Jul-18,7.8,/game/switch/go-vacation,['Bandai Namco Games'],"['Miscellaneous', 'Party / Minigame']"
Xenoblade Chronicles 2: New Quests Pack 4,Switch,26-Jul-18,,/game/switch/xenoblade-chronicles-2-new-quests-pack-4,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Captain Toad: Treasure Tracker,Switch,13-Jul-18,7.9,/game/switch/captain-toad-treasure-tracker,"['Nintendo EAD Tokyo ', ' Nintendo Software Technology']","['Action', 'Platformer', '3D']"
Captain Toad: Treasure Tracker,3DS,13-Jul-18,6.9,/game/3ds/captain-toad-treasure-tracker,"['Nintendo EAD Tokyo ', ' Nintendo Software Technology']","['Action', 'Platformer', '3D']"
Octopath Traveler,Switch,12-Jul-18,8.5,/game/switch/octopath-traveler,"['Square Enix', ' Acquire']","['General', 'Role-Playing', 'Japanese-Style']"
Mario Tennis Aces,Switch,22-Jun-18,7.1,/game/switch/mario-tennis-aces,['Camelot Software Planning'],"['Sports', 'Individual', 'Tennis']"
Arcade Archives: Donkey Kong,Switch,14-Jun-18,8.5,/game/switch/arcade-archives-donkey-kong,['Nintendo'],"['Action', 'Platformer', '2D']"
Splatoon 2: Octo Expansion,Switch,13-Jun-18,8.4,/game/switch/splatoon-2-octo-expansion,['Nintendo'],"['Action', 'Shooter', 'Third-Person', 'Arcade']"
Xenoblade Chronicles 2: Battle Challenge Mode Pack,Switch,13-Jun-18,,/game/switch/xenoblade-chronicles-2-battle-challenge-mode-pack,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Sushi Striker: The Way of Sushido,3DS,8-Jun-18,7.1,/game/3ds/sushi-striker-the-way-of-sushido,['indieszero'],"['Puzzle', 'Matching']"
Sushi Striker: The Way of Sushido,Switch,8-Jun-18,7.8,/game/switch/sushi-striker-the-way-of-sushido,['indieszero'],"['Puzzle', 'Matching']"
Pokemon Quest,iOS,30-May-18,4.7,/game/ios/pokemon-quest,['Game Freak'],"['Role-Playing', 'Action RPG']"
Pokemon Quest,Switch,29-May-18,6.5,/game/switch/pokemon-quest,['Game Freak'],"['Role-Playing', 'Action RPG']"
Xenoblade Chronicles 2: New Quests Pack 3,Switch,25-May-18,,/game/switch/xenoblade-chronicles-2-new-quests-pack-3,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Dillon's Dead-Heat Breakers,3DS,24-May-18,7.6,/game/3ds/dillons-dead-heat-breakers,"['Nintendo', ' Vanpool']","['Action', 'General']"
Hyrule Warriors: Definitive Edition,Switch,18-May-18,7.9,/game/switch/hyrule-warriors-definitive-edition,['Koei Tecmo Games'],"['Action', ""Beat-'Em-Up"", '3D']"
Donkey Kong Country: Tropical Freeze,Switch,4-May-18,8.6,/game/switch/donkey-kong-country-tropical-freeze,['Retro Studios'],"['Action', 'Platformer', '2D']"
Nintendo Labo: Toycon 01 Variety Kit,Switch,20-Apr-18,6.9,/game/switch/nintendo-labo-toycon-01-variety-kit,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
Nintendo Labo: Toycon 02 Robot Kit,Switch,20-Apr-18,6.5,/game/switch/nintendo-labo-toycon-02-robot-kit,['Nintendo'],"['Miscellaneous', 'Party / Minigame']"
Arcade Archives: Punch-Out!,Switch,30-Mar-18,7.5,/game/switch/arcade-archives-punch-out!,['Nintendo'],"['Sports', 'Individual', 'Combat', 'Boxing / Martial Arts']"
Xenoblade Chronicles 2: New Quests Pack 2,Switch,30-Mar-18,,/game/switch/xenoblade-chronicles-2-new-quests-pack-2,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Fire Emblem Warriors: Awakening Pack,3DS,29-Mar-18,,/game/3ds/fire-emblem-warriors-awakening-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Detective Pikachu,3DS,23-Mar-18,7.4,/game/3ds/detective-pikachu,['Creatures Inc.'],"['Adventure', '3D', 'Third-Person']"
Kirby Star Allies,Switch,16-Mar-18,7.5,/game/switch/kirby-star-allies,['HAL Labs'],"['Action', 'Platformer', '2D']"
Kirby Star Allies Demo,Switch,4-Mar-18,7,/game/switch/kirby-star-allies-demo,['HAL Labs'],"['Action', 'Platformer', '2D']"
Bayonetta + Bayonetta 2,Switch,16-Feb-18,8.7,/game/switch/bayonetta-+-bayonetta-2,['PlatinumGames'],"['Miscellaneous', 'Compilation']"
Bayonetta 2,Switch,16-Feb-18,8.5,/game/switch/bayonetta-2,"['Nintendo', ' PlatinumGames']","['Action Adventure', 'Linear']"
Bayonetta,Switch,16-Feb-18,8.3,/game/switch/bayonetta,"['Nintendo', ' PlatinumGames']","['Action Adventure', 'Linear']"
Fire Emblem Warriors: Shadow Dragon Pack,Switch,14-Feb-18,,/game/switch/fire-emblem-warriors-shadow-dragon-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Fire Emblem Warriors: Shadow Dragon Pack,3DS,14-Feb-18,,/game/3ds/fire-emblem-warriors-shadow-dragon-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Dragon Quest Builders,Switch,9-Feb-18,8.1,/game/switch/dragon-quest-builders,['Square Enix'],"['Action Adventure', 'Sandbox']"
Pokken Tournament DX: Battle Pack,Switch,31-Jan-18,6.6,/game/switch/pokken-tournament-dx-battle-pack,['Bandai Namco Games'],"['Action', 'Fighting', '3D']"
Xenoblade Chronicles 2: New Quests Pack 1,Switch,30-Jan-18,7.2,/game/switch/xenoblade-chronicles-2-new-quests-pack-1,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Kirby Battle Royale,3DS,19-Jan-18,7.1,/game/3ds/kirby-battle-royale,"['Nintendo', ' HAL Labs']","['Miscellaneous', 'Party / Minigame']"
Style Savvy: Styling Star,3DS,25-Dec-17,7.6,/game/3ds/style-savvy-styling-star,"['Nintendo', ' syn Sophia']","['Simulation', 'Virtual', 'Career']"
Arcade Archives: Vs. Super Mario Bros.,Switch,22-Dec-17,7.4,/game/switch/arcade-archives-vs-super-mario-bros,['Nintendo'],"['Action', 'Platformer', '2D']"
Fire Emblem Warriors: Fates Pack,Switch,21-Dec-17,6.6,/game/switch/fire-emblem-warriors-fates-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Fire Emblem Warriors: Fates Pack,3DS,21-Dec-17,,/game/3ds/fire-emblem-warriors-fates-pack,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,Switch,7-Dec-17,8.5,/game/switch/the-legend-of-zelda-breath-of-the-wild---the-champions-ballad,['Nintendo'],"['Action Adventure', 'Open-World']"
The Legend of Zelda: Breath of the Wild - The Champions' Ballad,WIIU,7-Dec-17,8.8,/game/wii-u/the-legend-of-zelda-breath-of-the-wild---the-champions-ballad,['Nintendo'],"['Action Adventure', 'Open-World']"
Xenoblade Chronicles 2,Switch,1-Dec-17,8.7,/game/switch/xenoblade-chronicles-2,['Monolith Soft'],"['Role-Playing', 'Action RPG']"
Animal Crossing: Pocket Camp,iOS,21-Nov-17,7,/game/ios/animal-crossing-pocket-camp,['Nintendo'],"['Simulation', 'Virtual', 'Virtual Life']"
Pokemon Ultra Sun,3DS,17-Nov-17,7.8,/game/3ds/pokemon-ultra-sun,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Ultra Moon,3DS,17-Nov-17,7.7,/game/3ds/pokemon-ultra-moon,['Game Freak'],"['Role-Playing', 'Trainer']"
Pokemon Ultra Sun & Pokemon Ultra Moon Veteran Trainer's Dual Pack,3DS,17-Nov-17,,/game/3ds/pokemon-ultra-sun-pokemon-ultra-moon-veteran-trainers-dual-pack,['Game Freak'],"['Role-Playing', 'Trainer']"
Ittle Dew 2+,Switch,14-Nov-17,7.7,/game/switch/ittle-dew-2+,['Ludosity Interactive'],"['Role-Playing', 'Action Adventure', 'General', 'Action RPG']"
Mario Party: The Top 100,3DS,10-Nov-17,6.5,/game/3ds/mario-party-the-top-100,"['Nintendo', ' Nd Cube']","['Miscellaneous', 'Party / Minigame']"
"Snipperclips Plus: Cut It Out, Together!",Switch,10-Nov-17,8.1,/game/switch/snipperclips-plus-cut-it-out-together!,['SFB Games'],"['Puzzle', 'General']"
Super Mario Odyssey,Switch,27-Oct-17,8.9,/game/switch/super-mario-odyssey,['Nintendo'],"['Action', 'Platformer', '3D']"
Fire Emblem Warriors,3DS,20-Oct-17,8,/game/3ds/fire-emblem-warriors,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Fire Emblem Warriors,Switch,20-Oct-17,7.9,/game/switch/fire-emblem-warriors,['Omega Force'],"['Action', ""Beat-'Em-Up"", '3D']"
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy,3DS,6-Oct-17,6.7,/game/3ds/laytons-mystery-journey-katrielle-and-the-millionaires-conspiracy,['Level 5'],"['Puzzle', 'General']"
Mario & Luigi: Superstar Saga + Bowser's Minions,3DS,6-Oct-17,8.2,/game/3ds/mario-luigi-superstar-saga-+-bowsers-minions,['Alphadream Corporation'],"['Role-Playing', 'Japanese-Style']"
Yo-kai Watch 2: Psychic Specters,3DS,29-Sep-17,8.2,/game/3ds/yo-kai-watch-2-psychic-specters,['Level 5'],"['Role-Playing', 'Trainer']"
Hive Jump,WIIU,28-Sep-17,,/game/wii-u/hive-jump,['Graphite Lab'],"['Action', 'Platformer', '2D']"
Monster Hunter Stories: The Legend of Zelda,3DS,28-Sep-17,,/game/3ds/monster-hunter-stories-the-legend-of-zelda,['Capcom'],"['Role-Playing', 'Action RPG', 'Japanese-Style']"
Arcade Archives: Mario Bros.,Switch,27-Sep-17,7,/game/switch/arcade-archives-mario-bros,['Nintendo'],"['Action', 'Platformer', '2D']"
Dragon Ball: Xenoverse 2,Switch,22-Sep-17,7.6,/game/switch/dragon-ball-xenoverse-2,['Dimps Corporation'],"['Action', 'Fighting', '3D']"
Pokken Tournament DX,Switch,22-Sep-17,7.6,/game/switch/pokken-tournament-dx,['Bandai Namco Games'],"['Action', 'Fighting', '3D']"
Metroid: Samus Returns,3DS,15-Sep-17,8.8,/game/3ds/metroid-samus-returns,['Mercury Steam'],"['Action Adventure', 'Open-World']"
ARMS: Lola Pop,Switch,13-Sep-17,,/game/switch/arms-lola-pop,['Nintendo'],"['Action', 'Fighting', '3D']"
Monster Hunter Stories,3DS,8-Sep-17,8.3,/game/3ds/monster-hunter-stories,['Capcom'],"['Role-Playing', 'Action RPG', 'Japanese-Style']"
Sine Mora EX,Switch,8-Aug-17,7.3,/game/switch/sine-mora-ex,['Grasshopper Manufacture'],"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']"
